sample_id,team_01,team_02,team_03,team_04,team_05,team_06,team_07,team_08,team_09,team_10,team_11,team_12,team_13,team_14,team_15,team_16,team_17,team_18,team_19,team_20,team_21,team_22,team_23,team_24,team_25,team_26,team_27,team_28,team_29,team_30,team_31,team_32,team_33,team_34,team_35,team_36,team_37,team_38,team_39,team_40,team_41,team_42,team_43,team_44,team_45,team_46,team_47,team_48,team_49,team_50,team_51,team_52,team_53,team_54,team_55,team_56,team_57,team_58,team_59,team_60,team_61,team_62,team_63,team_64,team_65,class
AB13 AB8,0.542511,0.0,0.0,0.333,0.122104,0.0,0.768145161290323,0.0,0.6275,0.103290014930173,0.00014,0.22203,0.0,0.04954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.442105263158,0.0,0.145566,0.0,0.0,0.648491371802289,0.331206666667,0.264474,0.0,0.0,0.9838,0.0,0.0,0.0447761194029851,0.0,0.755,0.0,0.0,0.0,0.0,0.0,0.0,0.026603737043,0.00155941116177835,0.0,0.0,0.092578,0.0,0.0,0.0,0.0,0.0293330697726,0.0,0.0,0.0,0.029533,0.533665835,0.149977,0.0640694361124999,0.0,0.0268717873842,0.0,0.0
AB13 AB9,0.25792,0.0,0.0,0.0,0.136815,0.0,0.0,0.0,0.605,0.0791429139735248,0.51201,0.29735,0.0,0.01794,0.0,0.0,0.002823,0.0,0.0,0.0,0.0,0.0,0.0,0.436842105263,0.0,0.065016,0.0,0.0,0.0,0.22542,0.422368,0.0,0.0,0.9998,0.523408511,0.0,0.0298507462686567,0.0,0.505,0.378212,0.0,1.0,0.0,0.0,0.0,0.0926994634613,0.00532986003832746,0.0,0.0175438596491228,0.48988,0.0444444,0.0,0.0,0.0,0.10220969427,0.0,0.0,0.0,0.077115,0.598503741,0.065012,0.114542788541002,0.0,0.0725531876087,0.0,0.0
AB14 AB1,0.0,0.22233110525,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0930176525657399,0.09797,0.47038,0.0,0.00851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.634210526316,0.0,0.0,0.0,0.0,0.692348428764119,0.476436666667,0.575,0.0,0.0,0.756,0.0,0.0,0.332089552238806,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0857297293409,0.0814509812129359,0.0,0.0,0.17561,0.0,0.0,0.0,0.0,0.125008987484,0.0,0.736916712240914,0.0,0.06524,0.471321696,0.0,0.191907252184986,0.0,0.0211114175618,0.0,0.0
AB14 AB10,0.032577,0.0,0.0,1.0,0.0,0.0,0.875,0.995,0.985,0.108018207111161,0.4764,0.54066,0.0,0.091,0.0,0.65466,0.0,0.0,0.0,0.9996962137002081,0.0,0.0,0.0,0.6,0.0,0.0,0.239608569664149,0.0,0.0,0.46314,0.853947,0.9999999990482376,1.0,0.9898,0.0,1.0,0.0,0.0,0.785,0.237763,0.60657,0.0,0.0,0.9996962137002081,0.9999999990482376,0.287267930338,0.076842475492724,0.0,0.05,0.2984,0.0222222,0.0,0.0,0.0,0.392671838843,1.0,0.83255767504136,0.0,0.089439,0.85286783,0.0,0.605869008371523,0.51016,0.00596838444471,0.0,0.0
AB14 AB11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.88,0.0955352800428442,0.81772,0.30471,0.0,0.00695,0.0,0.0,0.0,0.0,0.0,0.0,0.055908,0.0,0.0,0.571052631579,0.0,0.0,0.0,0.0,0.581117798163208,0.139191111111,0.577632,0.0,0.0,0.051,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0906162309301,0.0234083787217972,0.0,0.037037037037037,0.096673,0.111111,0.0,0.0,0.0,0.153419648505,0.0,0.0,0.0,0.053977,0.740648379,0.0,0.0508443112518805,0.0,0.0143653787673,0.0,0.0
AB14 AB12,0.18593,0.0,0.0,1.0,0.0,0.0,0.997983870967742,0.0,0.0,0.100699895703944,1.0,0.33835,0.0,0.03461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.697368421053,0.0,0.0,0.0,0.0,0.0,0.129698666666,0.740789,0.0,0.0,0.1146,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063332375262,0.12694544350771,0.0,0.0178571428571429,0.11482,0.0,0.0,0.0,0.0,0.170956730234,0.0,0.0,0.0,0.022914,0.800498753,0.0,0.0233698830070589,0.0,0.0617070123553,0.0,0.0
AB14 AB13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.805,0.076028006845435,0.47076,0.59226,0.0,0.01421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.842105263158,0.0,0.0,0.0,0.0,0.0,0.133410666666,0.411842,0.0,0.0,0.1846,0.0,0.0,0.0597014925373134,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.100544855136,0.00168001104719116,0.0,0.025,0.51778,0.0222222,0.0,0.0,0.0,0.0841986118612,0.0,0.0,0.0,0.05235,0.0,0.0,0.130546841316298,0.0,0.0977958366275,0.0,0.0
AB14 AB14,0.0,0.0,0.0,0.0,0.417277,0.0,0.0,0.0,0.0,0.13290192829971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.31111135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091759,0.0,1.0,0.0,0.0,0.250124633312,0.0,0.0
AB14 AB15,0.083374,0.0,0.0,1.0,0.0,0.66,0.0,0.0,0.655,0.0935989779105198,0.43518,0.43403,0.0,0.01835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.823684210526,0.0,0.0,0.056149351574747,0.0,0.0,0.223123333333,0.727632,0.0,0.0,0.8752,0.0,0.0,0.0,0.0,0.685,0.0,0.0,0.0,0.0,0.0,0.0,0.0672028240789,0.118125914762269,0.0,0.0185185185185185,0.24961,0.0444444,0.0,0.725647002216,0.0,0.155550623195,0.0,0.0,0.0,0.05027,0.947630923,0.0,0.129736100003329,0.0,0.0294166654348,0.0,0.0
AB14 AB16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.71,0.0,0.185786855251671,0.0,0.58013,0.0,0.00225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.760526315789,0.0,0.0,0.0,0.0,0.0,0.244595555555,0.0828947,0.0,0.0,0.958,0.580027397,0.0,0.0,0.0,0.655,0.0,0.0,0.0,0.0,0.0,0.0,0.102995131141,0.0144287397127587,0.0,0.0238095238095238,0.0,0.0,0.0,0.0,0.0,0.128587417471,0.0,0.0,0.0,0.0,0.428927681,0.0,0.266174145852815,0.0,0.0250046085566,0.0,0.0
AB14 AB17,0.0,0.0,0.0,1.0,0.0,0.93,0.0,0.0,0.735,0.0869254794693918,0.88707,0.40973,0.0,0.01199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.373684210526,0.0,0.0,0.0,0.0,0.0,0.100073333333,0.661842,0.0,0.0,0.2236,0.0,0.765,0.0,0.0,0.9,0.268776,0.0,0.0,0.0,0.0,0.0,0.0611260413506,0.0595100862232751,0.0,0.0,0.19344,0.0,0.0,0.72139489951,0.0,0.0976564117896,0.0,0.0,0.0,0.05231,0.0,0.0,0.25995869964485,0.0,0.018630746752,0.0,0.0
AB14 AB18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0755321801880794,0.12705,0.35357,0.0,0.00132,0.04422,0.0,0.0,0.0,0.04324,0.0,0.0,0.0,0.0,0.578947368421,0.0,0.0,0.0,0.0,0.0,0.23346,0.685526,0.0,0.0,0.3708,0.0,0.0,0.0,0.0,0.605,0.0,0.0,0.0,0.0,0.0,0.0,0.10963046771,0.00656526747107056,0.0,0.0222222222222222,0.21893,0.0222222,0.0,0.0,0.0,0.082715350334,0.0,0.0,0.0,0.078058,0.78553616,0.0,0.03467573756542,0.0,0.0221998244524,0.0,0.0
AB14 AB19,0.281936,0.0,0.0,1.0,0.0,0.64,0.0,0.0,0.9725,0.073803266051296,0.974107,0.45215,0.0,0.03075,0.14761,0.0,0.0,0.47499,0.60871,0.9888080546603667,0.219659,0.0,0.0,0.834210526316,0.0,0.0,0.0188114578879863,0.0,0.0,0.204604444445,0.909211,0.8687830718121853,0.0,0.0,0.0,0.0,0.0,0.83663404601189,0.63,0.227426,0.0,0.0,0.0,0.9888080546603667,0.8687830718121853,0.123124580627,0.0664723640908106,0.0,0.032258064516129,0.70163,0.0666667,0.0,0.0344652381662,0.0,0.321262039558,0.0,0.0,0.0618568721602012,0.058534,0.517955112,0.0,0.230697103015022,0.0,0.0222902968526,0.0,0.0
AB14 AB2,0.0,0.0,0.0,1.0,0.0,0.0,0.894153225806452,0.0,0.0,0.119701346480041,0.09592,0.35741,0.0,0.0326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.536842105263,0.0,0.0,0.0,0.0,0.0,0.10652,0.210526,0.0,0.0,0.0376,0.0,0.0,0.0298507462686567,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0450699816742,0.0115160959637947,0.0,0.0416666666666667,0.44228,0.0,0.0,0.0,0.0,0.108099214103,0.0,0.734075676429269,0.0,0.073127,0.685785536,0.015695,0.181031482086909,0.0,0.0144720375538,0.0,0.0
AB14 AB20,0.0,0.0,0.0,1.0,0.0,0.0,0.867943548387097,0.0,0.77,0.113255616979368,0.00659,0.44806,0.0,0.08619,0.0,0.0,0.0,0.0,0.0,0.0,0.053952,0.0,1.0,0.642105263158,0.0,0.0,0.0,0.0,0.0,0.290246666667,0.303947,0.0,0.0,0.018,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0617780404105,0.033889250737885,0.0,0.0,0.47613,1.0,0.324786324786325,0.158220783581,0.0,0.100776658619,1.0,0.806995565245613,0.249752059873973,0.069333,0.688279302,0.0,0.200357244460151,0.0,0.050476975739,0.0,0.0
AB14 AB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0757656948009922,0.46462,0.32086,0.0,0.03078,0.15638,0.0,0.0,0.0,0.15289,0.0,0.0,0.0,0.0,0.476315789474,0.0,0.0,0.0,0.0,0.0,0.38377,0.427632,0.0,0.0,0.0596,0.0,0.0,0.0223880597014925,0.0,0.835,0.0,0.0,0.0,0.0,0.0,0.0,0.106366448863,0.00248432297456723,0.0,0.0,0.82999,0.0,0.0,0.0,0.0,0.0745159252745,0.0,0.0,0.0,0.047025,0.633416459,0.0,0.0945193188474531,0.0,0.0414623916149,0.0,0.0
AB14 AB4,0.361723,0.25,0.0,1.0,0.179121,0.0,0.0,0.0,0.715,0.0914359676790208,0.962173,0.64236,0.0,0.00682,0.33006,0.63743,0.583739,0.0,0.3227,0.0,0.942408,0.0,0.0,0.981578947368,0.0,0.955129,0.595078618592941,0.119631655,0.0,0.717883333333,0.963158,0.0,1.0,1.0,0.0,0.0,0.380597014925373,0.0,0.71,0.963975,0.68727,0.0,0.0,0.0,0.0,0.454961867714,0.185934912878071,0.0,0.0625,0.49711,0.0222222,0.0,0.0,0.0,0.802114716311,1.0,0.812830339416737,0.0,0.081954,0.982543641,0.955069,1.0,0.57803,0.033662583679,0.0,0.0
AB14 AB5,0.013617,0.0,0.0,1.0,0.118386,0.0,0.0,0.0,0.0,0.0980097064372863,0.963462,0.45169,0.0,0.03175,0.16008,0.0,0.0,0.0,0.15651,0.0,0.0,0.0,0.0,0.752631578947,0.0,0.0,0.0371953826421548,0.0,0.640112550700845,0.154314666666,0.746053,0.0,0.0,0.7808,0.0,0.54,0.0,0.0,0.985,0.0,0.0,0.0,0.0,0.0,0.0,0.224471378452,0.0925181568499786,0.0,0.0333333333333333,0.28944,0.0444444,0.0,0.0,0.0,0.247148365154,0.0,0.0,0.0,0.079502,0.872817955,0.0,0.230551666786639,0.0,0.0301853921264,0.0,0.0
AB14 AB6,0.116419,0.0,0.0,1.0,0.092165,0.0,0.0504032258064516,0.0,0.0,0.175048952078357,0.0,0.68837,0.0,0.00204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.939473684211,0.0,0.0,0.309486485202603,0.063172252,0.0,0.245842222222,0.906579,0.0,0.0,0.1992,0.0,0.0,0.0,0.0,0.805,0.0,0.0,0.0,0.0,0.0,0.0,0.205702089602,0.0234052209379123,0.0,0.0172413793103448,0.38707,0.155556,0.0,0.0,0.0,0.302625198442,0.0,0.0,0.0,0.100395,0.695760599,0.015264,0.148844255239276,0.0,0.0549247041345,0.0,0.0
AB14 AB7,0.0,0.0,0.0,1.0,0.414237,0.98,0.0,0.0,0.0,0.134125780257617,0.80613,0.50154,0.0,0.02983,0.0,0.0,0.0,0.0,0.0,0.0,0.861477,0.0,0.0,0.621052631579,0.0,1.0,0.0190489762956629,0.0,0.0,0.59436,0.780263,0.0,0.0,0.845,0.0,0.0,0.16044776119403,0.0,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.346668195046,0.0552002604001953,0.0,0.027027027027027,0.30255,1.0,0.0,0.0,0.0,0.329338556672,0.0,0.0,0.0,0.126532,0.728179551,0.999982,0.337552038020379,0.0,0.0497954785824,0.0,0.0
AB14 AB8,0.100994,0.426634519625605,0.0,1.0,0.132039,0.0,0.0504032258064516,0.0,0.8975,0.103290014930173,1.0,0.39056,0.0,0.00318,0.0,0.80588,0.0,0.72299,0.70686,0.9964916834884868,0.043325,0.0,0.0,0.626315789474,0.0,0.103954,0.0920621348154482,0.0,0.0,0.175373333334,0.380263,0.9564365292526207,0.0,1.0,0.0,0.785,0.0,0.849676227706011,0.635,0.0,0.71305,0.0,0.0,0.9964916834884868,0.9564365292526207,0.111897110588,0.0166847703560912,0.0,0.0344827586206897,0.1152,0.0222222,0.0,0.0,0.0,0.246598748706,0.0,0.0,0.383284359752863,0.040495,0.7630922695,0.0,0.810284232405444,0.59972,0.0198261272162,0.0,0.0
AB14 AB9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8775,0.0791429139735248,0.282,0.28104,0.0,0.00458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.565789473684,0.0,0.0,0.0,0.0,0.0,0.352906666667,0.459211,0.0,0.0,0.282,0.0,0.0,0.0,0.0,0.515,0.067194,0.0,0.0,0.0,0.0,0.0,0.102715742275,0.00178730705180194,0.0,0.0,0.37124,0.0222222,0.0,0.0,0.0,0.107439982968,0.0,0.0,0.0,0.054442,0.0,0.0,0.047410378501097,0.0,0.00806968100369,0.0,0.0
AB15 AB1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0930176525657399,0.04747,0.31299,0.0,0.06569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.405263157895,0.0,0.0,0.0,0.0,0.0,0.353876666667,0.501316,0.0,0.0,0.6904,0.0,0.0,0.126865671641791,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0622269367429,0.0274396880062292,0.0,0.0714285714285714,0.0,0.111111,0.0,0.0,0.0,0.118920712923,0.0,0.0,0.0,0.0,0.222885544,0.0,0.130203718238518,0.0,0.00984630547464,0.0,0.0
AB15 AB10,0.14686,0.0,0.096713,1.0,0.0,0.0,0.0,0.0,0.9175,0.108018207111161,0.44006,0.31384,0.0,0.03374,0.0,0.0,0.0,0.0,0.0,0.0,0.044382,0.0,0.0,0.665789473684,0.0,0.0,0.0,0.0,0.0,0.351316666667,0.261842,0.0,0.0,0.0074,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0592544847953,0.0095416585007735,0.0,0.05,0.33291,0.0222222,0.0,0.0,0.0,0.117006855932,0.0,0.0,0.0,0.0,0.198329248,0.0,0.0706331119703781,0.0,0.0349041037261,0.0,1.0
AB15 AB11,0.095371,0.0,0.37024,1.0,0.132895,0.0,0.0,0.0,0.94,0.0955352800428442,0.38966,0.74041,0.0,0.00824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.578947368421,0.0,0.0,0.0,0.0,0.0,0.186133333333,0.644737,0.0,0.0,0.0134,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.100483871025,0.0685668152846347,0.0,0.111111111111111,0.094866,0.133333,0.0,0.0,0.0,0.17039632628,1.0,0.0,0.0,0.02661,0.693266833,0.0,0.0626634797711383,0.0,0.0333409793675,0.0,0.0
AB15 AB12,0.392913,0.0,0.40034,1.0,0.195993,0.0,0.0,1.0,0.0,0.100699895703944,1.0,0.75906,0.0,0.08679,0.0,0.67128,1.0,0.0,0.0,1.000000000000001,0.759022,0.0,0.0,0.986842105263,0.0,0.610631,0.789558690798537,0.0,0.688647910726067,0.724573333333,0.997368,0.9999999999985816,0.0,0.0124,0.558969998,0.0,0.0,0.0,0.95,0.0,0.71684,1.0,0.0,1.000000000000001,0.9999999999985816,0.702647084108,0.95877032605935,0.0,0.0263157894736842,0.78879,0.0,0.0,0.0,0.0,0.748376465672,0.0,0.0,0.0,0.247846,0.997506234,0.589074,0.340554266130504,0.6029,0.0541161894798,0.0,1.0
AB15 AB13,0.056959,0.460563461317425,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.076028006845435,0.37395,0.34921,0.0,0.01239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.563157894737,0.0,0.0,0.0,0.0,0.0,0.286013333333,0.243421,0.0,0.0,0.1914,0.0,0.0,0.0298507462686567,0.0,0.71,0.185026,0.0,0.0,0.0,0.0,0.0,0.106240198341,0.00157699689268488,0.0,0.0303030303030303,0.0,0.333333,0.0,0.0,0.0,0.101734857138,0.0,0.0,0.0,0.0,0.0,0.0,0.300654527557266,0.0,0.0712243318558,0.0,0.0
AB15 AB14,0.076753,0.334429885320918,0.49593,1.0,0.0,0.0,0.0,0.0,0.0,0.13290192829971,0.46317,0.58985,0.0,0.02442,0.0,0.57755,0.0036,0.0,0.0,0.0,0.44725,0.0,1.0,0.871052631579,0.0,0.133848,0.172105838202461,0.0,0.585043089706575,0.342236666667,0.946053,0.0,0.0,0.9348,0.0,0.0,0.194029850746269,0.0,0.695,0.0,0.5089,0.0,0.0,0.0,0.0,0.15055602319,0.0994529319346751,0.0,0.0,0.36799,0.0,0.0,0.0,0.0,0.273741142797,1.0,0.0,0.0,0.045437,0.690773067,0.131977,0.162636513258121,0.42801,0.0575091019273,0.0,0.0
AB15 AB15,0.0,0.0,1.0,0.0,0.344858,0.0,0.0,0.0,0.0,0.0935989779105198,0.0,0.15263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.998325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,1.0,0.3666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.199561,0.0,0.998346,0.0,0.0,0.254250496626,0.0,1.0
AB15 AB16,0.241275,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.185786855251671,0.44139,0.33781,0.0,0.00218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.913157894737,0.0,0.04038,0.0,0.0,0.0,0.35389,0.632895,0.0,0.0,0.9454,0.832368743,0.0,0.0,0.0,0.715,0.0,0.0,0.0,0.0,0.0,0.0,0.227127494624,0.0134063840354312,0.0,0.024390243902439,0.34841,0.0,0.0,0.221635555236,0.0,0.249135442506,0.0,0.0,0.0,0.023965,0.411471322,0.039833,0.106329955658418,0.0,0.0164108946919,0.0,0.0
AB15 AB17,0.311296,0.375878633485099,0.0,1.0,0.0,0.0,0.0,1.0,0.99,0.0869254794693918,0.999996,0.73563,0.0,0.09032,0.0,0.64122,0.846085,0.0,0.0,0.9999999999620554,0.06701,0.0,0.0,0.960526315789,0.0,0.920048,0.0,0.0,0.0,0.704686666667,0.963158,0.999999999383443,0.0,0.7726,0.515604665,1.0,0.0,0.0,0.99,0.403873,0.67751,0.0,0.0,0.9999999999620554,0.999999999383443,0.380938738525,0.430436605681834,0.0,0.0555555555555556,0.76139,0.0,0.316239316239316,0.0,0.0,0.424610348898,0.0,0.0,0.0,0.178506,0.895261845,0.921556,0.134574653966399,0.56982,0.0354648120701,0.0,1.0
AB15 AB18,0.0,0.0,0.24887,0.0,0.0,0.0,0.0,0.0,0.0,0.0755321801880794,0.40716,0.36098,0.0,0.00671,0.07474,0.0,0.0,0.0,0.07308,0.0,0.0,0.0,0.0,0.531578947368,0.0,0.0,0.0181939100280272,0.0,0.0,0.299246666667,0.675,0.0,0.0,0.4772,0.589049166,0.0,0.0522388059701493,0.0,0.845,0.0,0.0,0.0,0.0,0.0,0.0,0.114140349917,0.00317289394909159,0.0,0.0,0.57272,0.0222222,0.0,0.0,0.0,0.116798117541,0.0,0.0,0.0,0.0,0.0,0.0,0.0840365622747794,0.0,0.130377188325,0.0,0.0
AB15 AB19,0.444102,0.0,0.39539,1.0,0.0,0.91,0.0,0.0,0.995,0.073803266051296,0.09942,0.67636,0.0,0.04441,0.04725,0.69988,0.0,0.0,0.04619,0.0,0.054879,0.0,0.0,0.968421052632,0.0,0.021506,0.399553465393568,0.0,0.0,0.58111,0.935526,0.0,0.0,0.0434,0.0,0.505,0.0,0.0,0.83,0.0,0.78269,1.0,0.0,0.0,0.0,0.290239442961,0.520126685456681,0.0,0.0,0.74754,0.0444444,0.0,0.0,0.0,0.363927208526,0.0,0.0,0.0,0.147825,0.87032419,0.021489,0.0910625499803723,0.65829,0.0135587053373,0.0,0.0
AB15 AB2,0.0,0.0,0.3607,1.0,0.0,0.31,0.0,0.0,0.0,0.119701346480041,0.89302,0.29634,0.0,0.07662,0.0,0.0,0.302376,0.0,0.0,0.0,0.0,0.0,1.0,0.721052631579,0.0,0.0,0.0,0.0,0.0,0.227653333333,0.198684,0.0,0.0,0.0196,0.0,0.0,0.0708955223880597,0.0,0.835,0.0,0.0,0.0,0.0,0.0,0.0,0.0641357855962,0.022006002201274,0.0,0.125,0.44718,0.444444,0.0,0.0,0.0,0.135259118473,0.0,0.0,0.0,0.065229,0.0,0.0,0.064171027227282,0.0,0.00753521826118,0.0,1.0
AB15 AB20,0.0,0.0,0.0,1.0,0.0,0.4,0.0,0.0,0.835,0.113255616979368,0.67227,0.25284,0.0,0.03164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.365789473684,0.0,0.0,0.0,0.0,0.0,0.312646666667,0.238158,0.0,0.0,0.002,0.0,0.515,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0490238643555,0.0431641611804782,0.0,0.0666666666666667,0.47807,0.444444,0.0,0.0,0.0,0.0869881491712,0.0,0.0,0.0,0.034587,0.0,0.0,0.0552014147056042,0.0,0.0317024849355,0.0,1.0
AB15 AB3,0.358349,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0757656948009922,0.75655,0.35488,0.0,0.00361,0.1819,0.0,0.0,0.0,0.17785,0.0,0.0,0.0,0.0,0.810526315789,0.0,0.0,0.0,0.0,0.0,0.476773333333,0.151316,0.0,0.0,0.5044,0.528943443,0.0,0.0298507462686567,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.109698928,0.00533587630310295,0.0,0.0,0.84133,0.0,0.0,0.0,0.0,0.0801554055065,1.0,0.0,0.0,0.0,0.713216958,0.0,0.0895919371495195,0.0,0.0372745841742,0.0,0.0
AB15 AB4,0.0,0.0,0.089296,1.0,0.0,0.47,0.0,0.0,0.8275,0.0914359676790208,0.963137,0.44187,0.0,0.004,0.22254,0.0,0.0,0.0,0.21758,0.0,0.08175,1.0,0.0,0.75,0.0,0.28149,0.361122987031495,0.0,0.0,0.261336666667,0.901316,0.0,0.0,0.0512,0.0,0.0,0.0,0.0,0.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0968098882851,0.109270993861308,0.0,0.0,0.86294,0.0222222,0.0,0.0,0.0,0.197234705585,1.0,0.0,0.0,0.042293,0.0,0.281464,0.0434941354975513,0.0,0.0179913174361,0.0,0.0
AB15 AB5,0.47668,1.0,0.54758,1.0,0.0,0.0,0.0,0.0,0.0,0.0980097064372863,0.35245,0.7008,1.0,0.03905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.936842105263,0.0,0.809729,0.721010878343072,0.061930515,0.0,0.705326666667,0.922368,0.0,0.0,0.8862,0.0,0.95,0.201492537313433,0.0,0.97,0.0,0.0,1.0,0.0,0.0,0.0,0.244183433975,0.47804029101856,0.0,0.0357142857142857,0.92531,0.0,0.0,0.0,0.0,0.307063030855,0.0,0.0,0.0,0.096113,0.995012469,0.0,0.331141374306964,0.0,0.0611001588404,0.0,1.0
AB15 AB6,0.223035,0.222583445,0.0,0.061,0.0,0.0,0.0,0.0,0.0,0.175048952078357,0.9985759,0.26804,1.0,0.00558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.768421052632,0.0,0.0,0.0180513989834212,0.0,0.0,0.40399,0.497368,0.0,0.0,0.9172,0.0,0.0,0.0,0.0,0.855,0.0,0.0,0.0,0.0,0.0,0.0,0.0816764951669,0.00666693831951068,0.0,0.0,0.03069,0.0,0.0,0.0,0.0,0.100332514081,0.0,0.0,0.0,0.011097,0.528678304,0.0,0.165418139220499,0.0,0.016429182142,0.0,0.0
AB15 AB7,0.401727,0.358532902344073,0.45309,1.0,0.20422,0.0,0.0,0.0,0.8375,0.134125780257617,0.965032,0.67468,0.0,0.01956,0.10955,0.0,0.0,0.0,0.1071,0.0,0.0,0.0,0.0,0.905263157895,0.0,0.160714,0.0,0.061011383,0.0,1.0,0.925,0.0,0.0,0.1828,0.0,0.545,0.119402985074627,0.0,0.89,0.0,0.0,1.0,0.0,0.0,0.0,0.158270257901,0.120606364748466,0.0,0.0212765957446809,0.82184,0.0222222,0.0,0.0,0.0,0.230126225924,0.0,0.0,0.0,0.068485,0.770573566,0.135306,0.141695080861078,0.0,0.0750118196011,0.890625,0.0
AB15 AB8,0.504885,0.0,0.32486,1.0,0.0,0.0,0.0,0.0,0.9,0.103290014930173,0.06699,0.52587,0.0,0.02489,0.0,0.41127,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.863157894737,0.0,0.121516,0.412569474134245,0.0,0.0,0.306023333333,0.814474,0.0,0.0,0.171,0.0,0.0,0.0,0.0,0.595,0.0,0.0,0.0,0.0,0.0,0.0,0.16218205408,0.0985838521586895,0.0,0.0,0.78088,0.055555549999999995,0.0,0.0,0.0,0.238412406943,0.0,0.0,0.0,0.183302,0.732668329,0.121478,0.0149099650640825,0.0,0.0383010581136,0.0,0.0
AB15 AB9,0.133276,0.415021315787558,0.32569,0.217,0.0,0.0,0.0,0.0,0.9025,0.0791429139735248,0.48231,0.49452,0.0,0.00403,0.07585,0.0,0.0,0.0,0.07415,0.0,0.0,0.3,0.0,0.644736842105,0.0,0.0,0.0539641822241224,0.0,0.0,0.328893333333,0.743421,0.0,0.0,0.015,0.0,0.0,0.0298507462686567,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.109756931983,0.0180128175111668,0.0,0.0769230769230769,0.1833,0.0222222,0.0,0.0,0.0,0.142359448076,1.0,0.0,0.0,0.0,0.483790524,0.0,0.198608435892452,0.0,0.0833359435201,0.0,1.0
